Timestamp,Open,High,Low,Close,Volume,ATR_14,ATR_Low_Signal_14,ATR_High_Signal_14,BBL_25_2.5,BBM_25_2.5,BBU_25_2.5,BB_Cross_Lower_25_2.5,BB_Cross_Upper_25_2.5,Breakout_Bullish_Signal_10,Breakout_Bearish_Signal_10,MACD_8_21,MACD_Signal_7,MACD_Hist_8_21_7,MACD_Cross_Above_8_21_7,MACD_Cross_Below_8_21_7,EMA_34_Close,EMA_34_Close_Cross_Above,EMA_34_Close_Cross_Below,RSI_20,RSI_Oversold_Signal_20,RSI_Overbought_Signal_20,Volume_Spike_Signal_30_1.3,Strategy_Signal,Shares_Held,Cash_Balance,Portfolio_Value,Trade_Action
2025-05-30 09:21:34.380,2.186752675827803,2.186752675827803,2.186752675827803,2.186752675827803,2959773084.5072327,,False,False,,,,False,False,False,False,0.0,0.0,0.0,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-30 09:25:23.604,2.188442139135054,2.188442139135054,2.188442139135054,2.188442139135054,2964201921.6163673,,False,False,,,,False,False,False,False,0.00022184871711372622,5.5462179278431556e-05,0.00016638653783529467,True,False,,False,False,,False,False,False,BUY,4569.0,1.007866291938626,10000.0,BUY
2025-05-30 09:31:57.003,2.1891135669361246,2.1891135669361246,2.1891135669361246,2.1891135669361246,2968925987.0513086,,False,False,,,,False,False,False,False,0.000462396941130816,0.00015719586974152766,0.0003052010713892883,False,False,,False,False,,False,False,False,HOLD,4569.0,1.007866291938626,10003.067753623092,
2025-05-30 09:35:48.463,2.188396760851925,2.188396760851925,2.188396760851925,2.188396760851925,2969989505.2469077,,False,False,,,,False,False,False,False,0.0005290141401643744,0.00025015043734723935,0.0002788637028171351,False,False,,False,False,,False,False,False,HOLD,4569.0,1.007866291938626,9999.792666624384,
2025-05-30 09:41:57.890,2.186387095962175,2.186387095962175,2.186387095962175,2.186387095962175,2971319867.4535937,,False,False,,,,False,False,False,False,0.0003015346662778029,0.00026299649457988024,3.853817169792266e-05,False,False,,False,False,,False,False,False,HOLD,4569.0,1.007866291938626,9990.610507743117,
2025-05-30 09:45:46.062,2.1867600034962216,2.1867600034962216,2.1867600034962216,2.1867600034962216,3325336414.9206233,,False,False,,,,False,False,False,False,0.00018356664039886894,0.00024313903103462741,-5.957239063575847e-05,False,True,,False,False,,False,False,False,SELL,0.0,9992.314322266175,9992.314322266175,SELL
2025-05-30 09:50:45.650,2.1867275822095014,2.1867275822095014,2.1867275822095014,2.1867275822095014,3334087483.936028,,False,False,,,,False,False,False,False,9.218914727116001e-05,0.00020540156009376056,-0.00011321241282260055,False,False,,False,False,,False,False,False,HOLD,0.0,9992.314322266175,9992.314322266175,
2025-05-30 09:55:35.958,2.188245719254194,2.188245719254194,2.188245719254194,2.188245719254194,3339962748.347113,,False,False,,,,False,False,False,False,0.0002250677206800944,0.00021031810024034402,1.4749620439750375e-05,True,False,,False,False,,False,False,False,BUY,4566.0,0.7843681515241769,9992.314322266175,BUY
2025-05-30 10:01:50.033,2.1895711452679754,2.1895711452679754,2.1895711452679754,2.1895711452679754,3254870506.706057,,False,False,,,,False,False,False,False,0.0004885212850882503,0.0002798688964523206,0.00020865238863592973,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,9998.3662174451,
2025-05-30 10:06:46.111,2.19244522188369,2.19244522188369,2.19244522188369,2.19244522188369,3261615415.037181,,False,False,,,,False,False,False,False,0.0010423364663276757,0.0004704857889211594,0.0005718506774065163,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10011.489251272453,
2025-05-30 10:11:40.391,2.1912785996618425,2.1912785996618425,2.1912785996618425,2.1912785996618425,3024392404.7712865,,False,False,,,,False,False,False,False,0.0012596728387528344,0.0006677825513790781,0.0005918902873737563,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10006.162454207497,
2025-05-30 10:16:33.124,2.190335078592658,2.190335078592658,2.190335078592658,2.190335078592658,3024903579.186536,,False,False,,,,False,False,False,False,0.0012640003790851395,0.0008168370083055935,0.00044716337077954605,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10001.8543370056,
2025-05-30 10:22:11.528,2.1902184598710126,2.1902184598710126,2.1902184598710126,2.1902184598710126,3025968573.472273,,False,False,,,,False,False,False,False,0.0012262113253851403,0.0009191805875754802,0.0003070307378096602,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10001.321855922568,
2025-05-30 10:26:36.857,2.1913058929357714,2.1913058929357714,2.1913058929357714,2.1913058929357714,3028187125.593794,0.0010374661181901906,False,False,,,,False,False,False,False,0.0013175140873253888,0.0010187639625129574,0.0002987501248124314,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10006.287075296257,
2025-05-30 10:32:21.398,2.191980630444939,2.191980630444939,2.191980630444939,2.191980630444939,3030388516.0824156,0.0010856616545593032,False,False,,,,False,False,False,False,0.001444057044702518,0.0011250872330603476,0.00031896981164217047,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10009.367926763116,
2025-05-30 10:35:31.476,2.19174102597219,2.19174102597219,2.19174102597219,2.19174102597219,3029192839.1917315,0.0009821003092377165,False,False,,,,False,False,False,False,0.0014728957798668674,0.0012120393697619776,0.0002608564101048898,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10008.273892740544,
2025-05-30 10:40:34.680,2.1923017718075832,2.1923017718075832,2.1923017718075832,2.1923017718075832,3031007034.8742423,0.0009741944545464636,False,False,,,,False,False,False,False,0.0015371646259465521,0.0012933206838081212,0.00024384394213843095,False,False,,False,False,,False,False,False,HOLD,4566.0,0.7843681515241769,10010.83425822495,
2025-05-30 10:45:37.567,2.1929011157936924,2.1929011157936924,2.1929011157936924,2.1929011157936924,3034457505.2121353,0.0009658043046828649,False,False,,,,False,False,True,False,0.0016302551491089723,0.001377554300133334,0.0002527008489756383,False,False,,False,False,,False,False,False,BUY,4566.0,0.7843681515241769,10013.570862865523,
2025-05-30 10:50:27.942,2.1939936303199303,2.1939936303199303,2.1939936303199303,2.1939936303199303,3036445159.8154874,0.0009002935644319976,False,False,,,,False,False,True,False,0.0018066037871315999,0.0014848166718829004,0.0003217871152486995,False,False,,False,False,,False,False,False,BUY,4566.0,0.7843681515241769,10018.559284192326,
2025-05-30 10:55:31.741,2.195335465854727,2.195335465854727,2.195335465854727,2.195335465854727,3038685128.4287114,0.0009695027073427033,True,False,,,,False,False,True,False,0.0020709983228859308,0.001631362084633658,0.0004396362382522727,False,False,,False,False,72.54676445043505,False,True,False,HOLD,4566.0,0.7843681515241769,10024.686105244207,
2025-05-30 11:01:24.220,2.1971385718614713,2.1971385718614713,2.1971385718614713,2.1971385718614713,3043919901.046693,0.001095980187344438,False,True,,,,False,False,True,False,0.002452877100105333,0.0018367408385015767,0.0006161362616037562,False,False,,False,False,74.92246571315744,False,True,False,HOLD,4566.0,0.7843681515241769,10032.919087271002,
2025-05-30 11:06:37.432,2.1991972616305575,2.1991972616305575,2.1991972616305575,2.1991972616305575,3047083714.4928627,0.0011345910962296773,False,True,,,,False,False,True,False,0.0029436723243807528,0.0021134737099713706,0.0008301986144093822,False,False,,False,False,77.28489629949705,False,True,False,HOLD,4566.0,0.7843681515241769,10042.31906475665,
2025-05-30 11:11:32.543,2.200228173053862,2.200228173053862,2.200228173053862,2.200228173053862,3049922887.6553617,0.0011135543397670564,False,True,,,,False,False,True,False,0.003366603329971518,0.0024267561149714074,0.0009398472150001108,False,False,,False,False,78.35950005526853,False,True,False,HOLD,4566.0,0.7843681515241769,10047.026206315459,
2025-05-30 11:15:19.263,2.2019048762435034,2.2019048762435034,2.2019048762435034,2.2019048762435034,3055632400.7304688,0.0010280276664761231,False,False,,,,False,False,True,False,0.0038178064127669664,0.002774518689420297,0.0010432877233466694,False,False,,False,False,79.9808974395276,False,True,False,HOLD,4566.0,0.7843681515241769,10054.68203307936,
2025-05-30 11:20:47.222,2.2030749003233443,2.2030749003233443,2.2030749003233443,2.2030749003233443,3058876123.335361,0.0010282706563328034,False,True,2.180189369146219,2.19223109460767,2.2042728200691215,False,False,True,False,0.004213351018909073,0.003134226771792491,0.0010791242471165819,False,False,,False,False,81.02517275658822,False,True,False,HOLD,4566.0,0.7843681515241769,10060.024363027915,
2025-05-30 11:25:53.584,2.2062944877506143,2.2062944877506143,2.2062944877506143,2.2062944877506143,3057104540.2611914,0.0011908468247674758,False,True,2.179421804613127,2.1930127670845825,2.206603729556038,False,False,True,False,0.004830684927461082,0.0035583413107096386,0.0012723436167514433,False,False,,False,False,83.51585663164275,False,True,False,HOLD,4566.0,0.7843681515241769,10074.724999220829,
2025-05-30 11:30:56.311,2.20603070424842,2.20603070424842,2.20603070424842,2.20603070424842,3057544214.650522,0.0012013585948066816,False,True,2.178877729404301,2.193716309689117,2.2085548899739327,False,False,False,False,0.005134955818523412,0.003952494937663082,0.0011824608808603306,False,False,,False,False,82.58100062810837,False,True,False,SELL,0.0,10073.520563749811,10073.520563749811,SELL
2025-05-30 11:35:53.633,2.2065512119656803,2.2065512119656803,2.2065512119656803,2.2065512119656803,3061866852.7090025,0.0011608639271282037,False,True,2.178463933681304,2.1944138154902992,2.2103636972992944,False,False,True,False,0.005314709869651768,0.004293048670660254,0.0010216611989915143,False,False,,False,False,82.97679805821805,False,True,False,HOLD,0.0,10073.520563749811,10073.520563749811,
2025-05-30 11:41:36.336,2.208606270639299,2.208606270639299,2.208606270639299,2.208606270639299,3070501314.7671766,0.0012594582960175746,False,True,2.1780999714463687,2.1952221958817946,2.2123444203172205,False,False,True,False,0.00560429700699272,0.00462086075474337,0.0009834362522493497,False,False,,False,False,84.44564091312571,False,True,False,HOLD,0.0,10073.520563749811,10073.520563749811,
