Timestamp,Open,High,Low,Close,Volume,ATR_10,ATR_Low_Signal_10,ATR_High_Signal_10,BBL_25_1.5,BBM_25_1.5,BBU_25_1.5,BB_Cross_Lower_25_1.5,BB_Cross_Upper_25_1.5,Breakout_Bullish_Signal_10,Breakout_Bearish_Signal_10,MACD_3_10,MACD_Signal_3,MACD_Hist_3_10_3,MACD_Cross_Above_3_10_3,MACD_Cross_Below_3_10_3,SMA_20_Close,SMA_20_Close_Cross_Above,SMA_20_Close_Cross_Below,RSI_20,RSI_Oversold_Signal_20,RSI_Overbought_Signal_20,Volume_Spike_Signal_30_1.3,Strategy_Signal,Shares_Held,Cash_Balance,Portfolio_Value,Trade_Action
2025-05-25 16:26:04.213,106871.02796199382,106871.02796199382,106871.02796199382,106871.02796199382,27846706351.83639,,False,False,,,,False,False,False,False,0.0,0.0,0.0,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 16:31:10.850,106802.15586692603,106802.15586692603,106802.15586692603,106802.15586692603,28173820244.794197,,False,False,,,,False,False,False,False,-21.913848430660437,-10.956924215330218,-10.956924215330218,False,True,,False,False,,False,False,False,SELL,0.0,10000.0,10000.0,
2025-05-25 16:36:36.057,106815.24141331328,106815.24141331328,106815.24141331328,106815.24141331328,28327804649.455776,,False,False,,,,False,False,False,False,-24.722853626284632,-17.839888920807425,-6.882964705477207,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 16:40:27.379,106852.52316908972,106852.52316908972,106852.52316908972,106852.52316908972,28420498609.627205,,False,False,,,,False,False,False,False,-11.76208312959352,-14.800986025200473,3.0389028956069524,True,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 16:46:51.506,107030.93817116028,107030.93817116028,107030.93817116028,107030.93817116028,28601559720.682785,,False,False,,,,False,False,False,False,51.37774028965214,18.288377132225833,33.089363157426305,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 16:51:47.223,107111.63374102609,107111.63374102609,107111.63374102609,107111.63374102609,28694807397.030857,,False,False,,,,False,False,False,False,98.21282752850675,58.25060233036629,39.96222519814046,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 16:56:51.848,107141.3955235549,107141.3955235549,107141.3955235549,107141.3955235549,28703987395.267162,,False,False,,,,False,False,False,False,117.91385515552247,88.08222874294438,29.83162641257809,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:01:15.098,107194.49682019958,107194.49682019958,107194.49682019958,107194.49682019958,28748614936.708195,,False,False,,,,False,False,False,False,132.14979219391535,110.11601046842986,22.033781725485483,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:05:30.356,107231.4108057196,107231.4108057196,107231.4108057196,107231.4108057196,28710522468.78469,,False,False,,,,False,False,False,False,137.70532617565186,123.91066832204086,13.794657853611,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:11:04.876,107229.57001745085,107229.57001745085,107229.57001745085,107229.57001745085,27026458540.607162,49.996782213011464,False,False,,,,False,False,False,False,126.87367324852676,125.39217078528381,1.481502463242947,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:16:26.196,107239.14821872352,107239.14821872352,107239.14821872352,107239.14821872352,26918531501.669067,50.954602340278505,False,False,,,,False,False,True,False,113.95618170613307,119.67417624570844,-5.717994539575372,False,True,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:23:01.271,107221.82345411874,107221.82345411874,107221.82345411874,107221.82345411874,26922987877.97902,45.799869293977096,False,False,,,,False,False,False,False,92.79967536398908,106.23692580484877,-13.437250440859685,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:25:51.152,107236.242949615,107236.242949615,107236.242949615,107236.242949615,26898013012.38721,45.9332642048772,False,False,,,,False,False,False,False,80.29642812156817,93.26667696320847,-12.970248841640299,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-25 17:31:15.418,107272.03991941335,107272.03991941335,107272.03991941335,107272.03991941335,26935904434.130516,45.78478560706863,True,False,,,,False,False,True,False,79.27173299262358,86.26920497791602,-6.997471985292435,False,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 17:36:18.212,107263.63554548766,107263.63554548766,107263.63554548766,107263.63554548766,26843189644.802895,28.78372279258183,True,False,,,,False,False,False,False,68.97189937329676,77.62055217560639,-8.648652802309627,False,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 17:40:44.914,107249.14120323242,107249.14120323242,107249.14120323242,107249.14120323242,26880462452.126957,22.163600031525128,True,False,,,,False,False,False,False,53.87632223205583,65.74843720383112,-11.87211497177529,False,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 17:46:13.885,107268.05059176931,107268.05059176931,107268.05059176931,107268.05059176931,26896461868.833263,21.07836063233408,True,False,,,,False,False,False,False,48.81963500582788,57.2840361048295,-8.46440109900162,False,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 17:51:30.457,107309.46357076865,107309.46357076865,107309.46357076865,107309.46357076865,26902015357.35821,19.909528867799963,True,False,,,,False,False,True,False,55.48969854891766,56.38686732687358,-0.897168777955919,False,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 17:56:52.931,107347.28869850545,107347.28869850545,107347.28869850545,107347.28869850545,28580277901.60531,20.00064308947767,True,False,,,,False,False,True,False,65.20911077380879,60.79798905034119,4.411121723467602,True,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-25 18:01:53.625,107361.52607040221,107361.52607040221,107361.52607040221,107361.52607040221,28555663787.986805,21.2403014522788,True,False,,,,False,False,True,False,67.78720585352858,64.29259745193488,3.4946084015936947,False,False,107152.43768562353,False,False,84.42716090912747,False,True,False,HOLD,0.0,10000.0,10000.0,
