Timestamp,Open,High,Low,Close,Volume,ATR_14,ATR_Low_Signal_14,ATR_High_Signal_14,BBL_15_1.5,BBM_15_1.5,BBU_15_1.5,BB_Cross_Lower_15_1.5,BB_Cross_Upper_15_1.5,Breakout_Bullish_Signal_20,Breakout_Bearish_Signal_20,MACD_8_21,MACD_Signal_5,MACD_Hist_8_21_5,MACD_Cross_Above_8_21_5,MACD_Cross_Below_8_21_5,SMA_20_Close,SMA_20_Close_Cross_Above,SMA_20_Close_Cross_Below,RSI_20,RSI_Oversold_Signal_20,RSI_Overbought_Signal_20,Volume_Spike_Signal_30_1.3,Strategy_Signal,Shares_Held,Cash_Balance,Portfolio_Value,Trade_Action
2025-05-26 10:25:52.349,109829.09390663686,109829.09390663686,109829.09390663686,109829.09390663686,29999853029.010136,,False,False,,,,False,False,False,False,0.0,0.0,0.0,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 10:31:12.338,109844.65035128439,109844.65035128439,109844.65035128439,109844.65035128439,29894031643.789814,,False,False,,,,False,False,False,False,2.0427654587692814,0.6809218195897604,1.361843639179521,True,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-26 10:36:48.085,109839.4244512965,109839.4244512965,109839.4244512965,109839.4244512965,29704911603.966953,,False,False,,,,False,False,False,False,2.7596477956685703,1.373830478282697,1.3858173173858732,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 10:42:46.380,109821.97085773996,109821.97085773996,109821.97085773996,109821.97085773996,28080715686.63292,,False,False,,,,False,False,False,False,0.9188978134188801,1.2221862566614248,-0.30328844324254467,False,True,,False,False,,False,False,False,SELL,0.0,10000.0,10000.0,
2025-05-26 10:45:36.904,109827.06830464152,109827.06830464152,109827.06830464152,109827.06830464152,28074141673.900475,,False,False,,,,False,False,False,False,0.26815554409404285,0.9041760191389642,-0.6360204750449213,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 10:51:41.611,109824.52590317145,109824.52590317145,109824.52590317145,109824.52590317145,27988907066.4276,,False,False,,,,False,False,False,False,-0.5312332342000445,0.42570626802596134,-0.9569395022260059,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 10:56:10.237,109783.71368255347,109783.71368255347,109783.71368255347,109783.71368255347,29595386731.93386,,False,False,,,,False,False,False,False,-6.444906123564579,-1.8644978625042183,-4.58040826106036,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:05:24.845,109720.53410466385,109720.53410466385,109720.53410466385,109720.53410466385,29471462978.437893,,False,False,,,,False,False,False,False,-18.79239907885494,-7.507131601287793,-11.28526747756715,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:08:34.810,109726.25473553827,109726.25473553827,109726.25473553827,109726.25473553827,29429677767.151596,,False,False,,,,False,False,False,False,-26.392111274253693,-13.80212482560976,-12.589986448643934,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:10:55.035,109731.37452434785,109731.37452434785,109731.37452434785,109731.37452434785,29395298224.390327,,False,False,,,,False,False,False,False,-30.56017568439711,-19.388141778538877,-11.172033905858232,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:16:35.878,109733.04272895977,109733.04272895977,109733.04272895977,109733.04272895977,29341901183.41368,,False,False,,,,False,False,False,False,-32.67085747617239,-23.815713677750047,-8.85514379842234,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:21:52.971,109718.27475435841,109718.27475435841,109718.27475435841,109718.27475435841,29254022293.986523,,False,False,,,,False,False,False,False,-35.442470408394,-27.691299254631364,-7.7511711537626375,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:26:13.212,109683.981166006,109683.981166006,109683.981166006,109683.981166006,29186708628.916035,,False,False,,,,False,False,False,False,-41.18938569142483,-32.19066140022919,-8.998724291195643,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:30:27.474,109703.00772737448,109703.00772737448,109703.00772737448,109703.00772737448,29140395336.142067,16.461738120670947,False,False,,,,False,False,False,False,-41.92231499082118,-35.43454593042652,-6.487769060394655,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:36:26.826,109709.23760609775,109709.23760609775,109709.23760609775,109709.23760609775,29097190435.395847,16.906729458047526,False,False,109678.32059606836,109766.41032031136,109854.50004455437,False,False,False,False,-40.775567491553375,-37.21488645080214,-3.560681040751234,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:41:24.572,109696.28702279032,109696.28702279032,109696.28702279032,109696.28702279032,29165806495.006096,16.720596505183494,False,False,109669.63828522277,109757.55652805493,109845.4747708871,False,False,False,False,-40.84156873464235,-38.423780545415546,-2.4177881892268047,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:45:55.193,109724.962387446,109724.962387446,109724.962387446,109724.962387446,29189233655.65345,18.395558267167612,False,False,109668.7825235611,109749.57733046569,109830.37213737029,False,False,False,False,-36.29770215910685,-37.71508774997932,1.4173855908724704,True,False,,False,False,,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-26 11:51:01.677,109750.77267293054,109750.77267293054,109750.77267293054,109750.77267293054,29195722373.373833,18.992464833454246,False,False,109671.92839036863,109743.66721190797,109815.40603344732,False,False,False,False,-28.962350887348293,-34.79750879576898,5.835157908420683,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 11:55:54.444,109759.73127414462,109759.73127414462,109759.73127414462,109759.73127414462,29152713971.676277,19.26826157006248,False,False,109675.01198803881,109739.51790633495,109804.02382463109,False,False,False,False,-22.01425890167593,-30.536425497737962,8.522166596062032,False,False,,False,False,,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 12:00:43.642,109774.30144629999,109774.30144629999,109774.30144629999,109774.30144629999,29069406263.265484,20.127388047583477,False,True,109680.37869894259,109736.00011577885,109791.62153261511,False,False,False,False,-14.743479156008107,-25.27211005049468,10.528630894486572,False,False,109760.11048041409,False,False,41.63880380572308,False,False,False,SELL,0.0,10000.0,10000.0,
2025-05-26 12:07:30.343,109787.70278029783,109787.70278029783,109787.70278029783,109787.70278029783,29117603494.035683,18.169467574716172,True,False,109686.1180144223,109733.5452409206,109780.9724674189,False,True,False,False,-7.544904585505719,-19.363041562165026,11.818136976659307,False,False,109758.04092409715,False,False,43.93199741991123,False,False,False,HOLD,0.0,10000.0,10000.0,
2025-05-26 12:11:35.881,109779.71107443213,109779.71107443213,109779.71107443213,109779.71107443213,29101008348.50658,14.227476715864864,True,False,109686.51088382611,109733.27840037919,109780.04591693227,False,False,False,False,-3.3519969809276517,-14.026026701752569,10.674029720824917,False,False,109754.79396025452,False,False,42.87449014810703,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-26 12:15:34.741,109776.92019402621,109776.92019402621,109776.92019402621,109776.92019402621,29042979975.477543,14.018208825257066,True,False,109687.7107016346,109737.03747300335,109786.3642443721,False,False,False,False,-0.686076970785507,-9.579376791430215,8.893299820644708,False,False,109751.66874739101,False,False,42.49843333312492,False,False,False,BUY,0.0,10000.0,10000.0,
2025-05-26 12:21:14.782,109789.78759715731,109789.78759715731,109789.78759715731,109789.78759715731,29009907211.150875,14.571609848222579,True,False,109688.18442224391,109741.27299711129,109794.36157197866,False,False,False,False,2.902436113625299,-5.418772489745045,8.321208603370344,False,False,109750.0595843619,False,False,44.84620559011832,False,False,False,BUY,0.0,10000.0,10000.0,
